total_cases_per_million,total_deaths_per_million,total_tests_per_thousand,tests_per_case,positive_rate,stringency_index,population,population_density,median_age,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
0.8503453352590667,0.20429231648197488,0.2338498404798564,0.03602975536384531,0.29740617523435187,0.5290719578048475,7.361586146858984e-05,0.03021926037155554,0.7885196374622357,0.3854844993599377,0.3037001536710243,0.4088957903634399,0.1385495639560865,0.47518998658918193,0.44393827825698046,0.3290072763542154,0.6375325716175607,0.2824617827792996,0.6874813265610995,0.7847274354859178
0.02303832710463661,0.030197976996558292,0.006753862567427468,0.03512890564699111,0.15986068573033255,0.2558081125204069,0.02704572423743687,0.002805808729592761,0.10574018126888218,0.04513830912227973,0.009828022274214195,0.6611541771192915,0.8025136152869482,0.3844434510505141,0.15405784889702936,0.526024387452239,0.255288897895359,0.029197080291970802,0.34508515088138614,0.24040066777963276
0.003393532358369701,0.004407390257679598,0.02301083939852628,0.03953038973966656,0.21561251711261392,0.8372472686173553,0.022833971109465345,0.001227712531159931,0.051359516616314216,0.046529748984248887,0.044362789870440913,0.6981719140769411,0.304900263081605,0.13187304425569957,0.10347782872610783,0.351417830114598,0.19990768545175472,0.056022424969395475,0.23513594263519555,0.37896494156928207
0.0045091304323919106,0.040656934352051276,0.10060355577704193,0.055576348427189955,0.14158428837078257,0.47107617613029695,9.86088622576796e-06,0.01879968313497061,0.5307914384785055,0.3729860225829253,0.19232611951734216,0.5275866120193421,0.2832191623175939,0.291671247836221,0.3297114898459042,0.3646369237334931,0.4861467570452682,0.2593890535585796,0.854496564087242,0.7382364969515912
0.10859051527420624,0.10860410823076493,0.05945608343814668,0.04191705668960386,0.1952120206883454,0.4419188747959313,0.0019988502024630727,0.00541334754508922,0.6918429003021148,0.45177269438414863,0.09582672396562751,0.48161977924806026,0.34854049394850306,0.40634778721502013,0.23535665005662623,0.6178977272727274,0.5237121480575413,0.20364963503649636,0.7556020316701519,0.7195325542570953
0.6077997701583415,0.5542507396156826,0.220654838774028,0.04645216384405014,0.3577927622412121,0.5232952404872536,5.3119419240281485e-05,0.008456863087749995,0.5578682708686903,0.4554886235142982,0.320251955467929,0.4417950451071876,0.04614392439620679,0.31202503352704514,0.6891693699417181,0.42755681818181823,0.6173070910609657,0.23705067720010622,0.909769943232746,0.8414023372287146
0.2181162285806453,0.034166567674127866,0.7348874775372648,0.0384797090674983,0.05594748836666659,0.558206706015321,0.006871002020036552,0.005804667023614537,0.5709969788519637,0.0,0.5730605010425341,0.4743325310883369,0.36969399129055713,0.727313366115333,0.11309660223370199,0.421875,0.670852636275683,0.0802919708029197,0.7376755303256646,0.8497495826377296
0.38062186465002307,0.30276605355940794,0.1151015363564012,0.0367328914966054,0.3645347258065135,1.0,0.031400157642867875,0.0008290535511221865,0.5075528700906343,0.38487226582067124,0.15715130145631417,0.4782316732300737,0.1731067658635728,0.2016092981671882,0.423927232291984,0.2840909090909091,0.48551630264514056,0.35766423357664234,0.6988347774126082,0.7863105175292152
0.3892885126825308,0.2614607096593282,0.07088828174465939,0.029072736618653915,0.38053133534736455,0.7315960252787576,0.0020582072766413477,0.005313075482172945,0.622356495468278,0.3921077531029109,0.06988935479842676,0.4863631276732414,0.40561385449432374,0.2735806884219938,0.11931321483486762,0.6306818181818182,0.5366276559658871,0.29927007299270075,0.6516283238721243,0.6694490818030051
0.023557143328451796,0.024688335123280055,0.09536235241922514,0.053530503390517244,0.15083575259931928,0.48616446284955805,6.747547448463034e-05,0.01197620574958975,0.513595166163142,0.22847442533533702,0.17914270179599354,0.5386337613123351,0.17384934741189403,0.5444792132320071,0.26027212987293635,0.32516284143833835,0.45651559782212947,0.2700729927007299,0.7092919031968927,0.7111853088480803
0.024242842191890296,0.027882763742386667,0.2280067419505742,0.7219748557629088,0.031234071831762578,0.7500941856084391,0.01771601830864972,0.00015841952208163975,0.688821752265861,0.5344798797795959,0.3783075649696115,0.47755405202647644,0.04406035529193997,0.18238712561466253,0.3576166978795505,0.125,0.5827804595704849,0.272992700729927,0.90110546758291,0.9766277128547581
0.11631593972063425,0.07162292004554466,0.14016536727311568,0.01820552482165224,0.13008773797137863,0.40700740926786394,0.0062568243674205526,0.005510415036922602,0.8851963746223565,0.7359047141982523,0.3850844330598766,0.47890929443367103,0.10202822429993474,0.2396066160035762,0.6767361447393867,0.3295454545454546,0.6106675909950033,0.5306569343065694,0.8443382133253663,0.9248747913188647
0.09083050460691394,0.04703559771694921,0.07594208443189258,0.045823966018656966,0.2587266274196295,0.7616476202436269,0.007043843700499839,0.006159599114359926,0.5226586102719033,0.1861746535314744,0.13060642948281978,0.45551934834759134,0.7448170443394049,0.2735806884219938,0.09444676443020507,0.4943181818181819,0.48264571617019913,0.3357664233576642,0.5891843441888258,0.6727879799666111
0.0009063761815125929,0.0,0.00028074063239163886,0.0359644063835552,0.0787348193838377,0.0349114655280673,0.00826080892831443,0.021859568148899666,0.07250755287009059,0.05443312740023376,0.0003524852770636624,0.960020348987759,0.33129058812768686,0.22619579794367456,0.18796766212871124,0.3586972228264174,0.09736098996874076,0.051094890510948905,0.2479832685987451,0.10517529215358945
0.2481814970133415,0.6986602471015388,0.218282213782484,0.01649709548094101,0.16468652112024426,0.4651513248775587,0.008051568189909342,0.019404556579622763,0.8066465256797583,0.6858685367618411,0.36119171930939886,0.47552118841568447,0.05507815709552946,0.1475189986589182,0.6083534061265647,0.3366477272727273,0.5716174267271685,0.40437956204379555,0.8470271885270391,0.9382303839732887
0.004381929386923952,0.00266512157495917,0.006512941346920613,0.036957717571344334,0.1582260945585896,0.4883837749591863,0.00842228554311992,0.00511558086753218,0.11178247734138969,0.07881115378193354,0.012066254331565444,0.810266062992754,0.24258387373323184,0.0,0.10066337703137071,0.0653409090909091,0.12180328468645135,0.029197080291970802,0.2536599940244997,0.26878130217028384
0.09254609205030123,0.030750719009072565,0.1083595873573084,0.05235726122362938,0.16172082384940445,0.5206826370628171,1.7655523199409242e-05,0.019005466063128484,0.5081268720015116,0.32533485571591153,0.19218936793787972,0.5274814829719027,0.274741571780161,0.31109718568459405,0.3019336037603136,0.3638835106597654,0.46901584826008824,0.23855239953632001,0.7322975799223186,0.6803170964909236
0.0021810442949231385,0.002174603443970627,0.004607253681553392,0.03642099566309353,0.13724124247094854,0.34886349365816904,0.014522431384953271,0.003618787738670123,0.07552870090634445,0.04630711860633384,0.008960376131074813,0.7702864119805131,0.294052991487442,0.06392489941886455,0.12138541903525618,0.23011363636363635,0.12601109743482844,0.021897810218978103,0.2479832685987451,0.11519198664440733
0.05049315607055076,0.025697654967768838,0.015301072514692971,0.01388025820247095,0.3154383619831587,0.9011679015446441,0.11442086175565189,0.06537836706738794,0.37462235649546827,0.1522791784939055,0.024620595632605508,0.5744538841408913,0.3389411934324166,0.3303531515422441,0.1089521938329249,0.5255681818181819,0.24060652989686512,0.051094890510948905,0.5769345682700928,0.42404006677796324
0.06861946542569278,0.095879728509932,0.06255592581788995,0.015334354783289868,0.20669932922958104,0.3373100590229813,0.004827016707817206,0.003361853499104762,0.8942598187311178,0.7094116992263595,0.15396401235835658,0.4843302640624495,0.5353377350797696,0.21546714349575324,0.7119636161459921,0.5213068181818182,0.5188937719540803,0.5367883211678831,0.6504332237824917,0.7662771285475792
0.954071189513062,0.1196096542372443,0.6285728820407959,0.015235626454555298,0.21164201253656184,0.6977269873163381,0.0011816486232469722,0.10005342846981266,0.5226586102719033,0.04792118884621806,0.36662824891059387,0.4331137694505433,0.11211431105020253,0.6942333482342422,0.20841799545157513,0.42471590909090917,0.5697494864833168,0.1386861313868613,0.7173588288019124,0.8213689482470784
0.24013589342238634,0.19720687501161643,0.14237205956866883,0.05099408343895754,0.24744608582783817,0.5879182645379423,0.0002726552758087897,0.002034385771332248,0.580060422960725,0.26014359659375524,0.23269624532872082,0.506787480933701,0.24274820284413387,0.5444792132320071,0.15246848204108437,0.1803977272727273,0.5058061998316944,0.2043795620437956,0.6166716462503734,0.7562604340567615
0.1917233862971116,0.20905042316279948,0.06641331101424278,0.0387891252495544,0.2606251108478057,0.40700740926786394,0.0022788533774280467,0.0035332463654090744,0.8277945619335346,0.566872599766238,0.09505668317589537,0.47552118841568447,0.3879794805649821,0.40634778721502013,0.7140358203463806,0.5681818181818182,0.5522245485878406,0.2481751824817518,0.7206453540484019,0.6911519198664441
0.1905765378221495,0.07116957462300004,0.09067977165842321,0.043348345395265164,0.11980466525126798,0.0349114655280673,0.006564553077911877,0.00241485105748003,0.7613293051359514,0.5155006400623365,0.14196360229374733,0.5273275279280387,0.5639263495528234,0.18730442556995974,0.30581159286983683,0.5454545454545455,0.5245541151487223,0.7956204379562043,0.6426650731998809,0.7579298831385642
