total_cases_per_million,total_deaths_per_million,stringency_index,population_density,median_age,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
0.8503453352590667,0.2859520453484045,0.5290719578048475,0.04128194425327546,0.5559545848060116,0.3854844993599377,0.319122580022452,0.5292378591399172,0.47518998658918193,0.4215305351704939,0.5015886566975472,0.36156537051329013,0.6874813265610995,0.663769313917436
0.02303832710463661,0.12972418730338894,0.2558081125204069,0.014181209019495867,0.07455329681306672,0.04513830912227973,0.04214150451853019,0.8697715861679601,0.3844434510505141,0.1100185942229371,0.5570063106506475,0.029197080291970802,0.34508515088138614,0.20105827439297796
0.003393532358369701,0.10658036691354382,0.8372472686173553,0.012621114807145886,0.03621160130920387,0.046529748984248887,0.07469129760579908,0.5416304960694933,0.13187304425569957,0.03415857025690074,0.2775123703745319,0.03378150895672337,0.23513594263519555,0.3169460297722638
0.0045091304323919106,0.16594108622170692,0.4530511751858213,0.05707621070270016,0.5394863650626434,0.5266644564371358,0.2811229569407248,0.46090992742328785,0.35871930896944804,0.3172891315141292,0.35865119397004713,0.32592337731378873,0.854496564087242,0.7197943342620369
0.10859051527420624,0.20008386686863167,0.4419188747959313,0.016759002577691997,0.4877915705769219,0.45177269438414863,0.12319720984590904,0.5704081662532776,0.40634778721502013,0.15945330296127563,0.6178977272727274,0.20364963503649636,0.7556020316701519,0.601778585162316
0.6077997701583415,0.5999958850998414,0.5232952404872536,0.01976779949895547,0.6460942689997545,0.654333293354226,0.42174269955121085,0.3709988466778255,0.31202503352704514,0.6583143507972665,0.42755681818181823,0.34397464641833786,0.909769943232746,0.7037039603754228
0.2181162285806453,0.13328550022629446,0.558206706015321,0.017145858115544144,0.40258780279056006,0.0,0.573000749273994,0.5843574134880107,0.727313366115333,0.025056947608200455,0.421875,0.0802919708029197,0.7376755303256646,0.7106851504585124
0.38062186465002307,0.3743198869609925,1.0,0.01222700349246439,0.35785582470272004,0.38487226582067124,0.18099699966421762,0.45472193211446454,0.2016092981671882,0.36674259681093396,0.2840909090909091,0.35766423357664234,0.6988347774126082,0.657628105827032
0.3892885126825308,0.33725351580615803,0.7413526300286769,0.016659874359037503,0.4387994040997639,0.3921077531029109,0.09875065762087724,0.608044042907488,0.2735806884219938,0.03189066059225513,0.6306818181818182,0.29927007299270075,0.6516283238721243,0.5598914446637789
0.023557143328451796,0.12477997400500374,0.4922848415709763,0.023246995585648453,0.3621160130920381,0.22847442533533702,0.2017243877597457,0.45521161254139286,0.5444792132320071,0.10612306562836317,0.30980293789467034,0.2700729927007299,0.7092919031968927,0.5947973950792266
0.024242842191890296,0.127646573472372,0.7500941856084391,0.011564019658937566,0.48566147638226287,0.5344798797795959,0.3894417386436646,0.3696248790498679,0.18238712561466253,0.29384965831435084,0.125,0.272992700729927,0.90110546758291,0.8167992397214731
0.11631593972063425,0.16689788371022712,0.40700740926786394,0.01685496278111114,0.624117599035101,0.7359047141982523,0.3958290888264394,0.40785062127054517,0.2396066160035762,0.6446469248291572,0.3295454545454546,0.5306569343065694,0.8443382133253663,0.7735158612063179
0.09083050460691394,0.1448338423760135,0.7616476202436269,0.01749674135136909,0.3685062956760152,0.1861746535314744,0.15597786241773764,0.8317247459821732,0.2735806884219938,0.004555808656036446,0.4943181818181819,0.3357664233576642,0.5891843441888258,0.5626839206970148
0.0009063761815125929,0.10262528634308432,0.0349114655280673,0.03301761444464643,0.05112226067181719,0.05443312740023376,0.033210598358857354,0.5590330637262806,0.22619579794367456,0.06121426154556632,0.3338047041196085,0.051094890510948905,0.2479832685987451,0.08796299504692795
0.2481814970133415,0.7295853255292977,0.4651513248775587,0.030590608192248972,0.5687351499739657,0.6858685367618411,0.37330967019405903,0.376890346261099,0.1475189986589182,0.5694760820045559,0.3366477272727273,0.40437956204379555,0.8470271885270391,0.784685765339261
0.004381929386923952,0.10501689905327417,0.4883837749591863,0.016464632645904094,0.07881348520238479,0.07881115378193354,0.04425108843697055,0.5005372098038599,0.0,0.011389521640091115,0.0653409090909091,0.029197080291970802,0.2536599940244997,0.22479432067548233
0.09254609205030123,0.13022020400859508,0.5124579356352889,0.045982275591576506,0.43937562684823084,0.385780479022899,0.2550832203836562,0.49651444336011646,0.36880928208438774,0.24784566700494498,0.374761027007675,0.27350750958325293,0.7322975799223186,0.6226941900797819
0.0021810442949231385,0.1045767204859348,0.34886349365816904,0.01498491404589613,0.053252354866476226,0.04630711860633384,0.04132372856699202,0.5344774815659076,0.06392489941886455,0.034168564920273356,0.23011363636363635,0.021897810218978103,0.2479832685987451,0.09634042314663527
