total_cases_per_million,total_deaths_per_million,stringency_index,population_density,median_age,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
1.7006906705181335,0.571904090696809,1.058143915609695,0.04128194425327546,0.5559545848060116,0.3854844993599377,0.319122580022452,0.5292378591399172,0.47518998658918193,0.4215305351704939,0.5015886566975472,0.36156537051329013,0.6874813265610995,0.663769313917436
0.04607665420927322,0.2594483746067779,0.5116162250408138,0.014181209019495867,0.07455329681306672,0.04513830912227973,0.04214150451853019,0.8697715861679601,0.3844434510505141,0.1100185942229371,0.5570063106506475,0.029197080291970802,0.34508515088138614,0.20105827439297796
0.006787064716739402,0.21316073382708764,1.6744945372347106,0.012621114807145886,0.03621160130920387,0.046529748984248887,0.07469129760579908,0.5416304960694933,0.13187304425569957,0.03415857025690074,0.2775123703745319,0.03378150895672337,0.23513594263519555,0.3169460297722638
0.009018260864783821,0.33188217244341384,0.9061023503716426,0.05707621070270016,0.5394863650626434,0.5266644564371358,0.2811229569407248,0.46090992742328785,0.35871930896944804,0.3172891315141292,0.35865119397004713,0.32592337731378873,0.854496564087242,0.7197943342620369
0.21718103054841248,0.40016773373726333,0.8838377495918626,0.016759002577691997,0.4877915705769219,0.45177269438414863,0.12319720984590904,0.5704081662532776,0.40634778721502013,0.15945330296127563,0.6178977272727274,0.20364963503649636,0.7556020316701519,0.601778585162316
1.215599540316683,1.1999917701996827,1.0465904809745072,0.01976779949895547,0.6460942689997545,0.654333293354226,0.42174269955121085,0.3709988466778255,0.31202503352704514,0.6583143507972665,0.42755681818181823,0.34397464641833786,0.909769943232746,0.7037039603754228
0.4362324571612906,0.2665710004525889,1.116413412030642,0.017145858115544144,0.40258780279056006,0.0,0.573000749273994,0.5843574134880107,0.727313366115333,0.025056947608200455,0.421875,0.0802919708029197,0.7376755303256646,0.7106851504585124
0.7612437293000461,0.748639773921985,2.0,0.01222700349246439,0.35785582470272004,0.38487226582067124,0.18099699966421762,0.45472193211446454,0.2016092981671882,0.36674259681093396,0.2840909090909091,0.35766423357664234,0.6988347774126082,0.657628105827032
0.7785770253650616,0.6745070316123161,1.4827052600573538,0.016659874359037503,0.4387994040997639,0.3921077531029109,0.09875065762087724,0.608044042907488,0.2735806884219938,0.03189066059225513,0.6306818181818182,0.29927007299270075,0.6516283238721243,0.5598914446637789
0.04711428665690359,0.24955994801000747,0.9845696831419526,0.023246995585648453,0.3621160130920381,0.22847442533533702,0.2017243877597457,0.45521161254139286,0.5444792132320071,0.10612306562836317,0.30980293789467034,0.2700729927007299,0.7092919031968927,0.5947973950792266
0.04848568438378059,0.255293146944744,1.5001883712168782,0.011564019658937566,0.48566147638226287,0.5344798797795959,0.3894417386436646,0.3696248790498679,0.18238712561466253,0.29384965831435084,0.125,0.272992700729927,0.90110546758291,0.8167992397214731
0.2326318794412685,0.33379576742045425,0.8140148185357279,0.01685496278111114,0.624117599035101,0.7359047141982523,0.3958290888264394,0.40785062127054517,0.2396066160035762,0.6446469248291572,0.3295454545454546,0.5306569343065694,0.8443382133253663,0.7735158612063179
0.18166100921382788,0.289667684752027,1.5232952404872537,0.01749674135136909,0.3685062956760152,0.1861746535314744,0.15597786241773764,0.8317247459821732,0.2735806884219938,0.004555808656036446,0.4943181818181819,0.3357664233576642,0.5891843441888258,0.5626839206970148
0.0018127523630251858,0.20525057268616864,0.0698229310561346,0.03301761444464643,0.05112226067181719,0.05443312740023376,0.033210598358857354,0.5590330637262806,0.22619579794367456,0.06121426154556632,0.3338047041196085,0.051094890510948905,0.2479832685987451,0.08796299504692795
0.496362994026683,1.4591706510585953,0.9303026497551175,0.030590608192248972,0.5687351499739657,0.6858685367618411,0.37330967019405903,0.376890346261099,0.1475189986589182,0.5694760820045559,0.3366477272727273,0.40437956204379555,0.8470271885270391,0.784685765339261
0.008763858773847904,0.21003379810654835,0.9767675499183726,0.016464632645904094,0.07881348520238479,0.07881115378193354,0.04425108843697055,0.5005372098038599,0.0,0.011389521640091115,0.0653409090909091,0.029197080291970802,0.2536599940244997,0.22479432067548233
0.18509218410060246,0.26044040801719015,1.0249158712705777,0.045982275591576506,0.43937562684823084,0.385780479022899,0.2550832203836562,0.49651444336011646,0.36880928208438774,0.24784566700494498,0.374761027007675,0.27350750958325293,0.7322975799223186,0.6226941900797819
0.004362088589846277,0.2091534409718696,0.6977269873163381,0.01498491404589613,0.053252354866476226,0.04630711860633384,0.04132372856699202,0.5344774815659076,0.06392489941886455,0.034168564920273356,0.23011363636363635,0.021897810218978103,0.2479832685987451,0.09634042314663527
0.10098631214110151,0.25137142422288017,1.8023358030892882,0.07603997669897512,0.2641316801377219,0.1522791784939055,0.0560838367117977,0.5640781011101874,0.3303531515422441,0.02050113895216401,0.5255681818181819,0.051094890510948905,0.5769345682700928,0.3546444562209473
0.13723893085138555,0.37733066052037467,0.6746201180459626,0.014730910759848975,0.6305078816190782,0.7094116992263595,0.1779929081972994,0.6935878399106393,0.21546714349575324,0.6833712984054671,0.5213068181818182,0.5367883211678831,0.6504332237824917,0.6408732496276172
1.908142379026124,0.41991993112966824,1.3954539746326762,0.11031948555307719,0.3685062956760152,0.04792118884621806,0.37843372128658886,0.4145016877790958,0.6942333482342422,0.12984054669703873,0.42471590909090917,0.1386861313868613,0.7173588288019124,0.686949104176008
0.4802717868447727,0.5591874986756176,1.188952050837901,0.0134185859971153,0.40897808537453706,0.26014359659375524,0.25219980376546325,0.5006455733221363,0.5444792132320071,0.06833712984054671,0.1803977272727273,0.2043795620437956,0.6166716462503734,0.6324958215279098
0.3834467725942232,0.580443699937317,0.8140148185357279,0.014900348477920263,0.5836458093365791,0.566872599766238,0.12247142912928198,0.5964154106396178,0.40634778721502013,0.6856492027334852,0.5681818181818182,0.2481751824817518,0.7206453540484019,0.5780425388798117
0.381153075644299,0.33298212598296695,0.0698229310561346,0.013794711160783197,0.53678373705408,0.5155006400623365,0.16668225253769425,0.7124400251987092,0.18730442556995974,0.23690205011389523,0.5454545454545455,0.7956204379562043,0.6426650731998809,0.6338920595445278
0.2294125382840322,0.3036127158062874,1.5348486751224413,0.012239726650425714,0.21087932527124575,0.09756776312127788,0.09094279206614968,0.44033309702257234,0.7206079570853822,0.007075503592898244,0.26833440762976685,0.0875912408759124,0.6375858978189424,0.4942682578827374
0.13303854704880747,0.4147393122086263,0.5814391560969484,0.07827720861937114,0.5993666828735476,0.5507354528901335,0.43824489057616645,0.40208895344973494,0.5368797496647295,0.34874400652292903,0.3270594583841891,0.33882891007364235,0.8757095906782193,0.8026513992441974
0.5310095162511249,1.1947574886526389,1.8372472686173555,0.011921698798412539,0.2193997020498819,0.21522791784939055,0.0833350236454234,0.4682847509538346,0.2637460885113992,0.18695969136599952,0.19359383204450592,0.072992700729927,0.5446668658500151,0.4733246876334689
1.036954515545471,1.1873462448994125,1.4768303403239984,0.012679876380059631,0.39193733181726476,0.2523515333667279,0.14184122889564652,0.4413594835541716,0.3182834152883326,0.22779043280182235,0.14488636363636365,0.15328467153284672,0.6752315506423661,0.5654763967302506
0.030150909194216206,0.24045760636710176,0.5814391560969484,0.04535248615156043,0.5261332660807847,0.49796849780152497,0.16514292721260979,0.43327208927978733,0.5623603039785426,0.04100227790432802,0.0965909090909091,0.4160583941605839,0.7741260830594561,0.6227221554115846
0.015147096828588343,0.21507373392699086,0.6746201180459626,0.015556996280976388,0.3685062956760152,0.10330049535259084,0.6096056605405411,0.46520354676435227,0.5274921770227983,0.04328018223234625,0.3295454545454546,0.18978102189781024,0.6746340005975502,0.6967227702923334
0.01660156930165893,0.31389818870942626,1.5815647369082004,0.012483050659308546,0.28756271627897145,0.136416764067457,0.09811041974626418,0.4813364211220894,0.3915958873491283,0.05406720341418027,0.2833294502491768,0.1167883211678832,0.5527337914550343,0.3602294082874189
0.06166198979825622,0.21499686584109634,1.3954539746326762,0.011607043349714413,0.22792007882851817,0.09550843212556354,0.15565325679768166,0.502095190953419,0.17076441662941438,0.1275626423690205,0.37926136363636365,0.12408759124087591,0.48730206154765465,0.5068344000322987
0.045669620028116205,0.2237467745618819,1.209343212357152,0.011782561613156774,0.06816301422908955,0.09600935047587242,0.03287837307884752,0.7048729802715201,0.22843093428699152,0.14385014867677087,0.41126651649509427,0.0656934306569343,0.0,0.018151094216032893
