cluster
9
13
19
6
0
10
15
16
14
6
5
12
14
18
10
18
6
18
11
3
9
17
8
3
11
6
16
16
6
15
11
7
2
12
12
8
4
18
7
2
2
16
13
16
16
8
6
6
8
3
12
0
6
15
16
11
16
11
19
7
10
3
19
12
13
6
10
6
7
10
14
7
18
1
2
19
2
7
3
7
7
0
6
11
1
11
3
13
3
2
6
4
15
16
11
15
9
10
17
7
11
12
14
19
14
0
6
12
9
2
8
19
11
0
6
6
2
3
15
3
11
1
14
2
9
16
8
18
12
17
8
14
6
2
18
7
6
18
6
7
6
18
18
0
10
15
11
5
9
13
16
16
11
13
3
9
12
16
11
6
9
3
3
19
6
13
18
1
2
0
10
2
8
13
11
7
3
12
10
19
16
6
11
9
2
18
0
13
2
17
0
6
6
18
19
14
12
10
14
7
7
11
6
8
0
7
13
7
18
19
