cluster
8
4
19
13
18
0
12
10
18
13
17
9
1
3
0
4
13
4
1
6
8
2
6
6
1
14
11
10
13
12
1
1
4
14
14
10
15
4
4
4
7
10
4
11
2
9
9
14
9
6
9
7
13
14
11
1
11
1
19
7
0
6
19
14
1
13
0
2
1
0
18
13
4
2
4
19
4
4
6
13
7
11
12
1
9
11
6
4
6
1
13
15
14
2
11
14
10
0
11
13
1
9
1
19
1
7
13
9
8
7
13
19
1
13
13
13
4
6
14
6
1
5
18
4
2
11
18
4
9
11
18
7
13
4
3
13
12
4
12
7
12
3
4
13
0
14
1
17
2
7
10
10
1
16
6
2
9
11
1
12
8
6
6
19
12
4
4
17
4
13
0
4
6
4
7
1
6
9
0
19
2
13
7
2
4
4
13
7
7
2
13
2
9
3
19
18
13
0
1
2
13
1
13
9
13
2
4
7
4
19
